"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"379","관광펜션업","03_11_02_P","4510000","CDFI3261092013000004","2013-07-01","","01","영업/정상","13","영업중","","","","","041-931-0500","","355-943","충청남도 보령시 신흑동 2258-3","충청남도 보령시 해수욕장9길 2-7 (신흑동)","33489","수지펜션","2024-05-20 17:50:45","U","2024-05-22 02:40:00","","156070.164230377","312937.856609442","관광펜션업","","","3","기타","","","숙박시설","3","0","","","Suji Tourism Pension","Tourism Pension","","","","","","","","317.08","","","","","","","","","500000000","","","","317",
"380","관광펜션업","03_11_02_P","4510000","CDFI3261092013000006","2013-07-02","","01","영업/정상","13","영업중","","","","","041-932-5379","","355-943","충청남도 보령시 신흑동 2301-10번지","충청남도 보령시 고잠2길 20-7 (신흑동)","33488","대천허브펜션","2013-11-14 14:20:58","I","2018-08-31 23:59:59","","156457.415522172","312496.868850609","관광펜션업","","","3","기타","","","숙박시설","3","0","","","Daecheon Hub Pension","Tourism Pension","","","","","","","","391.08","","","","","","","","","400000000","","","","391",
"381","관광펜션업","03_11_02_P","4510000","CDFI3261092014000001","2014-07-16","","01","영업/정상","13","영업중","","","","","041-933-5111","","355-943","충청남도 보령시 신흑동 2304-6번지","충청남도 보령시 고잠2길 12-18 (신흑동)","33488","메모리펜션","2014-07-16 08:35:26","I","2018-08-31 23:59:59","","156540.240566604","312422.941527791","관광펜션업","","","","","","","","","","","","Memory Pension","Tourism Pension","","","","","","","","","","","","","","","","","75000000","","","","",
"382","관광펜션업","03_11_02_P","4510000","CDFI3261092014000002","2014-08-13","","01","영업/정상","13","영업중","","","","","","","355-884","충청남도 보령시 남포면 월전리 844번지","충청남도 보령시 남포면 남포방조제로 408-52","33501","주식회사 상화원","2017-06-26 11:11:56","I","2018-08-31 23:59:59","","158234.745309804","308616.508682466","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","","","Jukdo Sangyok Development Inc.","Tourism Pension","","","","","","","","3100.72","","","","","","","","","1411000000","","","","3101",
"383","관광펜션업","03_11_02_P","4510000","CDFI3261092014000003","2014-08-25","","01","영업/정상","13","영업중","","","","","041-936-3400","","355-944","충청남도 보령시 신흑동 1951","충청남도 보령시 대해로 882 (신흑동)","33488","신진펜션호텔","2021-01-27 19:35:28","U","2021-01-29 02:40:00","","156610.885619019","311813.349343868","관광펜션업","","","","","","","","2","1","","","Shinjin Pension Hotel","Tourism Pension","","","","","","","","934.17","","","","","","","","","1100000000","","","","934",
"384","관광펜션업","03_11_02_P","4510000","CDFI3261092015000001","2015-04-06","","01","영업/정상","13","영업중","","","","","","","355-846","충청남도 보령시 오천면 원산도리 1671-27번지","충청남도 보령시 오천면 원산도7길 117-28","33411","비치하우스펜션","2015-04-04 14:15:21","I","2018-08-31 23:59:59","","146154.133817981","318822.066552716","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Beach House Pension","Tourism Pension","","","","","","","","389.85","","","","","","","","","1000000000","","","","390",
"385","관광펜션업","03_11_02_P","4510000","CDFI3261092015000002","2015-04-06","","01","영업/정상","13","영업중","","","","","","","355-884","충청남도 보령시 남포면 월전리 844번지","충청남도 보령시 남포면 남포방조제로 408-52, 103동","33501","케이씨에스주식회사","2015-04-04 14:39:49","I","2018-08-31 23:59:59","","158234.745309804","308616.508682466","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Korea computer&systems Inc.","tourism Pension","","","","","","","","128.48","","","","","","","","","6000000000","","","","128",
"386","관광펜션업","03_11_02_P","4510000","CDFI3261092015000006","2015-05-06","","01","영업/정상","13","영업중","","","","","","","355-943","충청남도 보령시 신흑동 2301-12번지","충청남도 보령시 고잠2길 24 (신흑동)","33488","대천하이펜션","2015-05-06 10:45:41","I","2018-08-31 23:59:59","","156433.300572202","312484.27743343","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Daecheon High Pension","Tourism Pension","","","","","","","","368.55","","","","","","","","","800000000","","","","369",
"387","관광펜션업","03_11_02_P","5700000","CDFI3261092015000001","2015-10-06","","01","영업/정상","13","영업중","","","","","","","","경기도 여주시 점동면 당진리 7-7","경기도 여주시 점동면 오갑산길 148-124","12668","예터","2023-05-09 16:31:47","U","2023-05-11 02:40:00","","261404.936649171","407246.504035534","관광펜션업","","","0","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","223.48","","0","","","","","","","0","","","","223",
"388","관광펜션업","03_11_02_P","5090000","CDFI3261092019000001","2019-03-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 아지동 445-3","경상북도 영주시 회헌로358번길 51 (아지동)","36054","영주이야기","2023-09-25 17:26:19","U","2023-09-27 02:40:00","","343284.044291099","374559.85434898","관광펜션업","","","2","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","228.94","","0","","","","","","","100000000","","","","229",
"389","관광펜션업","03_11_02_P","5430000","CDFI3261092019000001","2019-02-26","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 미조면 송정리 526","경상남도 남해군 미조면 동부대로14번길 25-55","52441","남해댕댕이 애견펜션 블루","2023-12-07 17:55:03","U","2023-12-09 02:40:00","","294580.09340363","137355.113486063","관광펜션업","","","3","","","","","3","","","","","","","","","","","","","","","","","","","","","","800000000","","","","",
"390","관광펜션업","03_11_02_P","4810000","CDFI3261092019000001","2019-04-16","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 돌산읍 평사리 1385번지","전라남도 여수시 돌산읍 돌산로 3080","59771","톡톡월드펜션","2019-04-27 21:20:58","U","2019-04-30 02:40:00","","269869.300265367","133534.347841425","관광펜션업","","자연녹지지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","173.73","","","","","","","","","1400000000","","","","174",
"391","관광펜션업","03_11_02_P","4880000","CDFI3261092019000001","2019-05-22","","01","영업/정상","13","영업중","","","","","061-832-7717","","","전라남도 고흥군 봉래면 신금리 976-2번지","전라남도 고흥군 봉래면 진터길 141-1","59569","나로도바다 펜션","2019-05-22 08:11:22","I","2019-05-24 02:20:53","","241635.775829222","108302.047503872","관광펜션업","","","2","기타","","","","","","","","","","","","","","","","","212.41","","","","","","","","","","","","","212",
"392","관광펜션업","03_11_02_P","4880000","CDFI3261092019000002","2019-05-22","","01","영업/정상","13","영업중","","","","","061-832-7717","","","전라남도 고흥군 봉래면 신금리 976-2번지","전라남도 고흥군 봉래면 진터길 141-1","59569","붉은바다 펜션","2019-05-22 17:00:04","I","2019-05-24 02:20:53","","241635.775829222","108302.047503872","관광펜션업","","","2","","","","농어가주택","","","","","","","","","","","","","","212.41","","","","","","","","","","","","","212",
"393","관광펜션업","03_11_02_P","5220000","CDFI3261092019000001","2019-04-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 반계리 182번지","경상북도 칠곡군 석적읍 반계3길 41","39848","마음소풍","2019-04-12 13:48:26","I","2019-04-14 02:20:20","","329454.971746621","281319.745475174","관광펜션업","","관리지역","","기타","","","근린생활시설","1","","","","","","","","","","","","","249.11","","","","","","","","","1200000000","","","","249",
"394","관광펜션업","03_11_02_P","3570000","CDFI3261092004000002","2004-08-16","","01","영업/정상","13","영업중","","","","","032-933-9677","","","인천광역시 강화군 삼산면 매음리 650-56 노을내리는아름다운집","인천광역시 강화군 삼산면 삼산남로 933-1, 노을내리는아름다운집","23007","노을 내리는 아름다운 집","2021-10-01 10:51:21","U","2021-10-03 02:40:00","","138691.431293705","465392.446784949","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"395","관광펜션업","03_11_02_P","5370000","CDFI3261092019000002","2019-05-17","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 남부면 저구리 372번지 주1동","경상남도 거제시 남부면 거제남서로 991-2, 주1동","53333","비커밍펜션1","2019-05-17 15:58:08","I","2019-05-19 02:20:50","","346419.366615506","137423.209273993","관광펜션업","","","3","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",
"396","관광펜션업","03_11_02_P","4160000","CDFI3261092019000001","2019-05-16","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 청평면 대성리 428-23","경기도 가평군 청평면 남이터길 54-12 (54-13, 54-20)","12457","(주)카사미하스(라스블랑카스)","2024-06-10 22:47:01","U","2024-06-12 02:40:00","","232704.737708016","465290.087171196","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","573.16","","0","","","","","","","550000000","","","","573",
"397","관광펜션업","03_11_02_P","5330000","CDFI3261092019000002","2019-05-13","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 풍화리 365","경상남도 통영시 산양읍 풍화일주로 228","53081","통영FH365 오션뷰스파가족펜션","2022-07-23 17:07:55","U","2022-07-25 02:40:00","","325232.49479977","147509.136606638","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"398","관광펜션업","03_11_02_P","5070000","CDFI3261092019000001","2019-04-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 남후면 광음리 48-1","경상북도 안동시 남후면 암산길 226","36755","올웨이즈펜션","2024-09-27 10:26:09","U","2024-09-29 02:40:00","","350536.598449761","335482.686251854","관광펜션업","","관리지역","4","","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","984.34","","0","","","","","","","0","","","","984",
"399","관광펜션업","03_11_02_P","4400000","CDFI3261092019000001","2019-05-16","","01","영업/정상","13","영업중","","","","","","","","충청북도 제천시 한수면 송계리 106-7번지","충청북도 제천시 한수면 미륵송계로 1344","27226","월악산별장펜션 Ⅰ","2019-05-16 15:54:39","I","2019-05-18 02:20:49","","296952.380240609","374031.66834245","관광펜션업","","관리지역","2","","","","숙박시설","2","0","","","","","","","","","","","","212.4","","","","","","","","","","","","","212",
"400","관광펜션업","03_11_02_P","5020000","CDFI3261092023000001","2023-06-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 송라면 방석리 13-5","경상북도 포항시 북구 송라면 봉화길 202","37512","마치블루풀빌라","2023-06-28 08:59:09","I","2023-06-30 00:19:11","","414243.7336164","306486.635651542","관광펜션업","","","4","","","","","0","0","0","0","","","0","0","","0","0","","0","815.2","","0","","","","","","","150000000","","","","815",
"401","관광펜션업","03_11_02_P","5690000","CDFI3261092023000001","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 장군면 금암리 367-12 청벽비발디","세종특별자치시 장군면 금송로 161, 청벽비발디","30056","청벽비발디펜션","2023-07-03 08:53:57","U","2023-07-05 02:40:00","","219320.203376119","326378.832536592","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"402","관광펜션업","03_11_02_P","5050000","CDFI3261092023000007","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 율동 산 3-24","경상북도 경주시 도초길 104-129 (율동)","38189","경주 힐스","2023-06-23 13:16:01","I","2023-06-25 00:19:42","","398276.616555667","257798.73265727","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","185.14","","0","","","","","","","900000000","","","","185",
"403","관광펜션업","03_11_02_P","4160000","CDFI3261092023000008","2023-06-29","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 목동리 324","경기도 가평군 북면 멱골로 311","12403","용당스테이","2023-06-29 16:39:39","I","2023-07-01 00:19:10","","250727.994740457","490591.069337268","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","118.5","","0","","","","","","","0","","","","119",
"404","관광펜션업","03_11_02_P","4201000","CDFI3261092022000004","2022-08-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 안현동 224-56","강원특별자치도 강릉시 해안로 663-117 (안현동)","25459","하쿠나마타타","2022-08-03 14:30:37","I","2023-06-13 00:00:00","","366763.76673796","480624.83962311","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
