관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
강남관광정보센터,3호선 압구정역 6번 출구 도보 2분,서울특별시,강남구,서울 및 강남 주요 관광명소ㆍ교통ㆍ음식ㆍ숙박ㆍ행사 관련 최신 정보를 영중일 다국어로 안내,커뮤니케이션 공간+공유오피스+사무공간+체험존+휴게시설+로봇카페,토+일+공휴일,10:00,18:00,10:00,18:00,3,Y,Y,Y,러시아어,02-1661-2230,"서울특별시 강남구 압구정로 161, 1층","서울특별시 강남구 압구정동 428, 1층",서울특별시 강남구청,https://www.gangnam.go.kr/contents/tourgangnam/2/view.do?mid=FM010406,37.5268431,127.0270587,2024-08-02,3220000,서울특별시 강남구
진도타워안내소,전라남도 진도군 군내면 녹진리 진도타워 정문,전라남도,진도군,진도타워 입장 가격정보 등 안내,특산물 판매,매주월요일,09:00,18:00,09:00,18:00,1,Y,Y,Y,,061-542-0990,전라남도 진도군 군내면 만금길 112-41,전라남도 진도군 군내면 녹진리 산 2-80,전라남도 진도군청,,34.56602647,126.3024816,2024-08-13,5000000,전라남도 진도군
논산종합관광안내소,논산역,충청남도,논산시,충청남도 논산시 문화관광해설사의집,,설 연휴+추석 연휴,10:00,17:00,10:00,16:00,1,Y,Y,Y,,041-732-6410,충청남도 논산시 해월로 236-12,충청남도 논산시 반월동 33-17,충청남도 논산시청,http://www.nonsan.go.kr/tour/,36.20747626,127.092782,2024-12-18,4540000,충청남도 논산시
한옥마을 관광안내소,한옥마을 제1주차장 옆,전북특별자치도,전주시,,"개방화장실, 수유실, 유실물보관, 유모차·휠체어 대여, 물품보관함",연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,063-282-1330,전북특별자치도 전주시 완산구 기린대로 99,전북특별자치도 전주시 완산구 남노송동 100-1,전북특별자치도 전주시청,http://tour.jeonju.go.kr/,35.8182504650,127.1536773974,2025-02-04,4641000,전북특별자치도 전주시
전주종합관광안내소,오목대 맞은편,전북특별자치도,전주시,,"개방화장실, 수유실, 유실물보관, 유모차·휠체어 대여, 물품보관함",연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,063-282-1335,전북특별자치도 전주시 완산구 기린대로 69,전북특별자치도 전주시 완산구 풍남동3가 19-5,전북특별자치도 전주시청,http://tour.jeonju.go.kr/,35.8154061248,127.1544783,2025-02-04,4641000,전북특별자치도 전주시
경기전여행자라운지,경기전 광장 앞,전북특별자치도,전주시,,"개방화장실, 수유실, 유실물보관, 유모차·휠체어 대여, 물품보관함, 지도발송",연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,063-287-1330,전북특별자치도 전주시 완산구 전동성당길 110,전북특별자치도 전주시 완산구 전동 71,전북특별자치도 전주시청,http://tour.jeonju.go.kr/,35.8141235,127.1489898,2025-02-04,4641000,전북특별자치도 전주시
터미널 관광안내소,고속터미널 문화광장 내,전북특별자치도,전주시,,유실물보관,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,스페인어,063-255-6949,전북특별자치도 전주시 덕진구 가리내로 70,전북특별자치도 전주시 덕진구 금암동767-2,전북특별자치도 전주시청,http://tour.jeonju.go.kr/,35.8344949032,127.1292817525,2025-02-04,4641000,전북특별자치도 전주시
전주역 내 관광안내소,전주역 맞이방 내,전북특별자치도,전주시,,유실물보관,연중무휴,09:00,18:00,09:00,18:00,2,Y,N,N,,063-244-2664,전북특별자치도 전주시 덕진구 동부대로 680,전북특별자치도 전주시 덕진구 우아동3가 235,전북특별자치도 전주시청,http://tour.jeonju.go.kr/,35.8496889126,127.1634706287,2025-02-04,4641000,전북특별자치도 전주시
마이산북부관광안내소,관광정보센터 1층,전북특별자치도,진안군,관광해설 및 통역,,공휴일,10:00,17:00,10:00,17:00,3,Y,N,Y,,063-433-2652,전북특별자치도 진안군 진안읍 마이산로 130,전북특별자치도 진안군 진안읍 단양리 745,전북특별자치도 진안군,https://jinan.go.kr/tour/,35.77549976,127.4178843,2025-01-28,4731000,전북특별자치도 진안군
마이산남부관광안내소,주차장 입구 앞,전북특별자치도,진안군,관광해설 및 통역,,공휴일,10:00,17:00,10:00,17:00,3,Y,N,Y,,063-430-2651,전북특별자치도 진안군 마령면 마이산남로 182,전북특별자치도 진안군 마령면 동촌리 546-5,전북특별자치도 진안군,https://jinan.go.kr/tour/,35.75700898,127.3938329,2025-01-28,4731000,전북특별자치도 진안군
고군산 관광탐방안내소,선유2구,전북특별자치도,군산시,군산시 주요관광지에 대한 설명과 지도 제공,없음,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,없음,063-465-5186,전북특별자치도 군산시 옥도면 선유북길127 (선유도리),,전북특별자치도 군산시청,https://www.gunsan.go.kr/tour/,35.8142307,126.409571,2025-01-20,4671000,전북특별자치도 군산시
수안보관광안내소,수안보,충청북도,충주시,"머물수록 매력있는 도시, 충주시 관광안내소입니다.",,매주 월요일+설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,1,N,N,N,,043-845-7829,충청북도 충주시 수안보면 주정산로 12(온천리),충청북도 충주시 수안보면 온천리 295-8,충청북도 충주시청,https://www.chungju.go.kr/tour/index.do,36.848386,127.9890141,2025-05-31,4390000,충청북도 충주시
대구관광정보센터,두류공원 내,대구광역시,달서구,"대구관광정보센터는 시민에게 유익한 국내외 관광정보를 제공하고, 대구·경북 지역의 관광 자원을 세계에 홍보할 목적으로 건립되었다. 연중무휴로 운영되며, 영어, 일어, 중국어 통역 안내원이 상시 배치되어 대구를 찾아온 내, 외국인들에게 교통편, 숙박시설 등 다양한 관광 정보를 제공한다.",외국어 안내+숙박안내+쇼핑안내+특산품 판매,연중무휴,09:00,18:00,09:00,18:00,7,Y,Y,Y,,053-627-8986,대구광역시 달서구 공원순환로 46,대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutour.or.kr/,35.850863,128.557667,2025-05-30,6270000,대구광역시
이월드 관광안내소,이월드 정문동 우측,대구광역시,달서구,이월드 관광안내소는 이월드 정문 우측에 위치하고 있다. 각종 축제의 중심인 두류공원 인근에 위치하고 있어 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,통역 서비스,연중무휴,10:00,19:00,10:00,19:00,3,Y,N,Y,,053-621-6046,대구광역시 달서구 두류공원로 200,대구광역시 달서구 두류동 산302-11,대구광역시관광협회,http://www.daegutravel.or.kr/,35.854854,128.564821,2025-05-30,6270000,대구광역시
엑스코 관광안내소,대구전시컨벤션센터(신관 1층),대구광역시,북구,엑스코의 각종 행사에 참석하는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,통역 서비스,연중무휴,09:00,18:00,09:00,18:00,3,Y,N,Y,,053-601-5237,대구광역시 북구 엑스코로 10,대구광역시 북구 산격동 1676,대구광역시관광협회,http://www.daegutravel.or.kr/,35.90706959,128.613084,2025-05-30,6270000,대구광역시
동대구역 관광안내소,동대구역 광장,대구광역시,동구,동대구역 관광안내소는 동대구역 광장 내에 위치하고 있다. 관광·교통·음식·쇼핑 및 숙박시설 안내 뿐 아니라 통역 서비스가 가능하다.,통역 서비스,연중무휴,09:00,19:00,09:00,19:00,5,Y,Y,Y,,053-939-0080,대구광역시 동구 동대구로 550,대구광역시 동구 신암동 294,대구광역시관광협회,http://www.daegutravel.or.kr/,35.879438,128.628719,2025-05-30,6270000,대구광역시
양주역 관광안내소,양주역사 1층,경기도,양주시,양주시의주요관광지+등산정보+맛집+교통정보등을제공,,설 연휴+추석 연휴,10:00,17:00,10:00,16:00,1,Y,Y,N,,031-840-3357,경기도 양주시 평화로 919,경기도 양주시 남방동 94-1,경기도 양주시청,https://www.yangju.go.kr/tour/index.do,37.77365562,127.0447876,2024-03-06,5590000,경기도 양주시
다누리센터안내소,충청북도 단양군 단양읍 수변로 111,충청북도,단양군,다누리센터안내소,휠체어+유모차,매주 월요일,09:00,18:00,09:00,18:00,1,Y,Y,N,,043-423-4235,충청북도 단양군 단양읍 수변로 111,충청북도 단양군 단양읍 별곡리 569-1,충청북도 단양군청,https://www.danyang.go.kr/tour/527,36.98541224,128.3707534,2024-08-25,4480000,충청북도 단양군
도담삼봉안내소,충청북도 단양군 단양읍 삼봉로 644-13,충청북도,단양군,도담삼봉안내소,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,043-422-3037,충청북도 단양군 매포읍 삼봉로 644-13,충청북도 단양군 매포읍 하괴리 84-1,충청북도 단양군청,https://www.danyang.go.kr/tour/527,37.0007642,128.341835,2024-08-25,4480000,충청북도 단양군
단양안내소,충청북도 단양군 단양읍 다리안로 43,충청북도,단양군,단양안내소,,연중무휴,09:00,18:00,09:00,18:00,2,Y,N,N,,043-420-3035,충청북도 단양군 단양읍 다리안로 43,충청북도 단양군 단양읍 고수리 136-1,충청북도 단양군청,https://www.danyang.go.kr/tour/527,36.98648783,128.3759049,2024-08-25,4480000,충청북도 단양군
수원종합관광안내소,"수원역 4번 출구, 노보텔 옆",경기도,수원시,종합관광안내소,관광+교통 정보 안내,1월 1일+설 당일+추석 당일,09:00,18:00,09:00,18:00,4,N,N,N,,031-228-4672,경기도 수원시 팔달구 덕영대로 924,경기도 수원시 팔달구 매산로 1가 18,수원문화재단,http://www.swcf.or.kr/,37.26567687,127.0000961,2024-08-06,3740000,경기도 수원시
화성행궁광장 관광안내소,수원문화재단 맞은편,경기도,수원시,종합관광안내소,관광+교통 정보 안내,1월 1일+설 당일+추석 당일,09:00,18:00,09:00,18:00,4,N,N,N,,031-241-2703,경기도 수원시 팔달구 정조로 825 (남창동),경기도 수원시 팔달구 남창동 6-2,수원문화재단,http://www.swcf.or.kr/,37.28188202,127.014393,2024-08-06,3740000,경기도 수원시
수원컨벤션센터 관광안내소,수원컨벤션센터 2층 안내데스크,경기도,수원시,종합관광안내소,관광+교통 정보 안내,1월 1일+설 당일+추석 당일,09:00,18:00,09:00,18:00,1,N,N,N,,031-228-2941,경기도 수원시 영통구 광교중앙로140,경기도 수원시 영통구 하동 855-2,수원컨벤션센터,http://www.swcf.or.kr/,37.2857404980,127.0595695732,2024-08-06,3740000,경기도 수원시
팔달문 안내소,팔달문-서장대 성곽길 옆,경기도,수원시,간이 안내소(해설사),문화관광해설안내,1월 1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,031-228-2765,경기도 수원시 팔달구 정조로777번길 16(남창동),경기도 수원시 팔달구 남창동 148-8,수원문화재단,http://www.swcf.or.kr/,37.27754726,127.0153976,2024-08-06,3740000,경기도 수원시
천제연폭포 관광안내소,천제연폭포 매표소 맞은편,제주특별자치도,서귀포시,서귀포시 관광 전반에 관한 안내정보를 제공합니다.,,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,064-739-1393,제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232,제주특별자치도 서귀포시청,,33.2526828,126.4183754,2024-12-01,6520000,제주특별자치도 서귀포시
금산군 관광종합안내소,금산인삼약초시장 입구(인삼축제장 주입구 부근),충청남도,금산군,"금산군 관광안내소는 금산인삼약초시장 입구에 위치하고 있어 금산군을 방문하는 관광객에게 다양한 정보를 제공합니다. 관광안내물 배부, 문화관광해설사 예약안내, 단체관람객 안내, 금산특산물, 음식, 숙박정보제공 등 금산군의 관광명소를 찾는 여러분께 친절한 안내를 통해 행복하고 즐거운 금산 방문이 되도록 최선을 다하겠습니다",문화관광해설,설 당일+추석 당일,09:00,18:00,09:00,18:00,1,Y,Y,Y,,041-750-2626,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,충청남도 금산군청,https://www.geumsan.go.kr/tour/index.html,36.10001508,127.5007303,2024-12-20,4550000,충청남도 금산군
망상종합관광안내소,망상해변 입구,강원특별자치도,동해시,망상 인근 소재 관광지 안내,통역 정보 제공,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,러시아어,033-530-2800,강원특별자치도 동해시 동해대로 6270-10,강원특별자치도 동해시 망상동 393-100,강원특별자치도 동해시청,https://www.dh.go.kr/tour,37.59225327,129.0896922,2024-11-15,4211000,강원특별자치도 동해시
추암관광안내소(해봄쉼터),추암해변 내,강원특별자치도,동해시,추암 인근 소재 관광지 안내,통역 정보 제공,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,러시아어,033-530-2801,강원특별자치도 동해시 촛대바위길 17-1,강원특별자치도 동해시 추암동 474-6,강원특별자치도 동해시청,https://www.dh.go.kr/tour,37.478998,129.1586323,2024-11-15,4211000,강원특별자치도 동해시
무릉계곡관광안내소,무릉계곡 입구,강원특별자치도,동해시,무릉 인근 소재 관광지 안내,통역 정보 제공,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,러시아어,033-530-2802,강원특별자치도 동해시 삼화로 538,강원특별자치도 동해시 삼화동 859,강원특별자치도 동해시청,https://www.dh.go.kr/tour,37.46347094,129.019369,2024-11-15,4211000,강원특별자치도 동해시
묵호관광안내소,묵호수변공원,강원특별자치도,동해시,묵호 인근 소재 관광지 안내,통역 정보 제공,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,1,N,N,N,,033-534-8012,강원특별자치도 동해시 일출로 92-11,강원특별자치도 동해시 묵호진동 13-64,강원특별자치도 동해시청,https://www.dh.go.kr/tour,37.55100069,129.1176956,2024-11-15,4211000,강원특별자치도 동해시
경기광주역 관광안내소,경기광주역 1번출구 오른쪽,경기도,광주시,관광홍보자료 및 농·특산물 홍보자료 비치,,월요일+설날 및 추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,031-762-3010,경기도 광주시 광주역로 10,경기도 광주시 역동 176-13,경기도 광주시청,https://www.gjcity.go.kr/tour/contents.do?mId=0105010300,37.398901,127.253262,2024-12-02,5540000,경기도 광주시
김해공항관광안내소,김해공항 국제선청사,경상북도,경주시,경주의 관광정보가 필요한 여행객을 위해 관광안내 서비스를 실시,,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,Y,,051-973-1033,부산광역시 강서구 공항진입로 108,부산광역시 강서구 대저2동 2350,경상북도 경주시청,http://www.gogbta.or.kr/dowomi,35.1682696110,128.9464763094,2023-06-19,5050000,경상북도 경주시
터미널관광안내소,시외버스 터미널 옆 광장,경상북도,경주시,경주의 관광정보가 필요한 여행객을 위해 관광안내 서비스를 실시,,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,054-772-9289,경상북도 경주시 태종로685번길 4,경상북도 경주시 노서동 243-15,경상북도 경주시청,http://www.gogbta.or.kr/dowomi,35.83865242,129.2030137,2023-06-19,5050000,경상북도 경주시
